customerID,Contract,InternetService,PaymentMethod,tenure,tenure_band,MonthlyCharges,TotalCharges,addon_count,churned,churn_probability,decile
1771-OADNZ,Month-to-month,Fiber optic,Electronic check,29,24-48m,95.9,2745.2,3,1,0.6192985589147012,2
0487-CRLZF,Two year,DSL,Bank transfer (automatic),49,48-72m,74.45,3721.9,4,0,0.041277052130005404,8
2107-FBPTK,Month-to-month,Fiber optic,Electronic check,30,24-48m,104.1,3121.1,4,0,0.7076571052839508,1
9451-WLYRI,One year,No,Credit card (automatic),53,48-72m,19.05,990.45,0,0,0.016427538899367967,9
8219-VYBVI,Two year,No,Mailed check,39,24-48m,25.0,1004.35,0,0,0.017226657149404936,9
1991-VOPLL,Month-to-month,No,Mailed check,9,6-12m,19.05,157.65,0,0,0.13524047491917526,6
9738-QLWTP,One year,Fiber optic,Electronic check,39,24-48m,81.9,3219.75,2,0,0.1334890405634302,6
1016-DJTSV,Month-to-month,Fiber optic,Electronic check,8,6-12m,69.7,572.85,0,0,0.706039882042274,1
9419-IPPBE,One year,Fiber optic,Electronic check,51,48-72m,90.15,4554.85,2,0,0.2278573731117051,5
0174-QRVVY,Two year,No,Credit card (automatic),71,48-72m,25.35,1847.55,0,0,0.005612090623372442,10
5699-BNCAS,Two year,No,Mailed check,71,48-72m,24.65,1766.75,0,0,0.012087233092484743,10
2900-PHPLN,Two year,No,Credit card (automatic),70,48-72m,19.55,1462.05,0,0,0.008978936644910465,10
0612-RTZZA,Month-to-month,DSL,Electronic check,1,0-6m,25.25,25.25,0,1,0.5900452335169133,2
8106-GWQOK,Two year,DSL,Bank transfer (automatic),38,24-48m,60.0,2193.2,5,0,0.0569239546642004,8
8751-EDEKA,Month-to-month,Fiber optic,Credit card (automatic),28,24-48m,89.9,2433.5,3,0,0.3274444834799423,4
6878-GGDWG,Month-to-month,No,Bank transfer (automatic),32,24-48m,19.4,641.15,0,0,0.062486527808285515,7
4039-PIMHX,Two year,DSL,Mailed check,49,48-72m,49.8,2398.4,1,0,0.025996685890419,9
8450-LUGUK,Two year,No,Bank transfer (automatic),37,24-48m,24.1,861.85,0,0,0.02461557946188034,9
3604-WLABM,Month-to-month,DSL,Electronic check,10,6-12m,54.25,583.0,2,0,0.2700312496159389,5
0795-GMVQO,One year,Fiber optic,Credit card (automatic),67,48-72m,109.9,7332.4,5,0,0.07557115362348013,7
2259-OUUSZ,One year,DSL,Credit card (automatic),7,6-12m,35.5,249.55,2,0,0.228657223900875,5
1142-IHLOO,One year,Fiber optic,Credit card (automatic),51,48-72m,87.55,4475.9,2,0,0.16133233093756827,6
6410-LEFEN,Month-to-month,DSL,Electronic check,9,6-12m,45.15,416.45,0,1,0.3537420830071082,4
4633-MKHYU,Month-to-month,Fiber optic,Mailed check,9,6-12m,88.4,788.6,2,0,0.6838505795582925,1
6257-RJOHI,Month-to-month,DSL,Mailed check,4,0-6m,50.8,202.3,1,0,0.2887260321259665,4
1545-JFUML,Two year,Fiber optic,Electronic check,71,48-72m,99.0,6994.6,4,0,0.06363152813595567,7
3194-ORPIK,Month-to-month,Fiber optic,Bank transfer (automatic),50,48-72m,84.4,4116.15,1,1,0.3094568431207613,4
7826-VVKWT,Two year,Fiber optic,Electronic check,24,24-48m,96.55,2263.45,3,0,0.3328743905465929,4
1353-GHZOS,One year,DSL,Bank transfer (automatic),22,12-24m,59.75,1374.35,2,0,0.12390351858207506,6
2587-EKXTS,Month-to-month,Fiber optic,Electronic check,44,24-48m,111.5,4915.15,5,0,0.4437342130318146,3
5442-BXVND,Month-to-month,No,Bank transfer (automatic),33,24-48m,24.25,838.5,0,0,0.06936823023003526,7
8816-VXNZD,Month-to-month,Fiber optic,Electronic check,1,0-6m,75.1,75.1,0,1,0.7638951946517167,1
9378-FXTIZ,One year,DSL,Credit card (automatic),54,48-72m,70.15,3715.65,2,1,0.10668435167884964,7
1723-HKXJQ,Month-to-month,Fiber optic,Electronic check,42,24-48m,101.75,4273.45,3,1,0.5555244778803075,2
7825-GKXMW,Month-to-month,DSL,Electronic check,1,0-6m,45.8,45.8,0,1,0.41358021505455966,3
9753-OYLBX,Month-to-month,No,Mailed check,1,0-6m,20.5,20.5,0,0,0.16502539495426605,6
2364-UFROM,One year,DSL,Electronic check,30,24-48m,70.4,2044.75,4,0,0.07456311676988045,7
6656-JWRQX,Month-to-month,DSL,Mailed check,1,0-6m,30.55,30.55,1,0,0.34146406572304167,4
6473-ULUHT,Month-to-month,DSL,Electronic check,16,12-24m,84.9,1398.25,5,0,0.2652976950664783,5
1240-KNSEZ,Month-to-month,No,Mailed check,1,0-6m,20.1,20.1,0,1,0.22000036864602768,5
0836-SEYLU,Month-to-month,DSL,Mailed check,9,6-12m,40.65,328.95,2,1,0.33382353998807585,4
4433-JCGCG,Month-to-month,Fiber optic,Electronic check,46,24-48m,101.0,4680.05,3,1,0.5770568319741284,2
3716-BDVDB,Month-to-month,Fiber optic,Electronic check,1,0-6m,69.1,69.1,0,1,0.7130022801137889,1
7688-AWMDX,Two year,DSL,Bank transfer (automatic),71,48-72m,54.5,3778.2,2,0,0.005466333633352673,10
2842-BCQGE,Month-to-month,Fiber optic,Credit card (automatic),43,24-48m,75.35,3161.4,0,0,0.3410420345287274,4
7244-QWYHG,One year,DSL,Bank transfer (automatic),50,48-72m,44.45,2188.45,3,0,0.05930681912540476,8
5899-MQZZL,Month-to-month,Fiber optic,Mailed check,13,12-24m,75.0,999.45,0,1,0.582310494419976,2
6849-OYAMU,One year,Fiber optic,Bank transfer (automatic),19,12-24m,100.0,1888.65,4,1,0.2111853051215058,5
5312-UXESG,Month-to-month,Fiber optic,Bank transfer (automatic),41,24-48m,98.05,3990.6,3,0,0.4078424649597076,3
9488-HGMJH,Month-to-month,Fiber optic,Electronic check,1,0-6m,71.15,71.15,0,1,0.7458645314487414,1
6038-GCYEC,Month-to-month,DSL,Credit card (automatic),24,24-48m,54.15,1240.25,4,1,0.4447654319033675,3
2150-WLKUW,One year,DSL,Bank transfer (automatic),40,24-48m,63.9,2635.0,2,0,0.08947914222090111,7
7159-FVYPK,Month-to-month,DSL,Bank transfer (automatic),3,0-6m,69.15,235.0,3,0,0.45103522340759283,3
7032-LMBHI,One year,DSL,Bank transfer (automatic),37,24-48m,64.65,2347.85,2,0,0.08011371979674295,7
1150-WFARN,Two year,Fiber optic,Credit card (automatic),67,48-72m,108.75,7156.2,5,1,0.04159160004817747,8
6088-BXMRG,Month-to-month,Fiber optic,Electronic check,32,24-48m,98.85,3089.6,3,0,0.6006285952672259,2
3144-AUDBS,Month-to-month,DSL,Electronic check,6,6-12m,49.15,270.8,1,1,0.3627433197582495,4
4821-SJHJV,Month-to-month,Fiber optic,Electronic check,32,24-48m,89.6,2901.8,2,0,0.3830812224368136,4
7346-MEDWM,Month-to-month,Fiber optic,Electronic check,59,48-72m,83.25,4949.1,2,0,0.30117601893680573,4
1137-DGOWI,One year,DSL,Bank transfer (automatic),30,24-48m,70.25,2198.9,4,0,0.059794826533559955,8
5616-PRTNT,Month-to-month,No,Electronic check,20,12-24m,19.4,374.5,0,1,0.16883255047606538,6
3812-LRZIR,Two year,No,Electronic check,27,24-48m,24.5,761.95,0,0,0.03687712276632246,8
4818-QIUFN,Month-to-month,Fiber optic,Electronic check,20,12-24m,79.15,1520.9,1,1,0.6009467826891297,2
9483-GCPWE,One year,No,Mailed check,9,6-12m,20.1,190.25,0,0,0.06090909409479686,8
4227-OJHAL,One year,DSL,Credit card (automatic),68,48-72m,73.0,5163.0,4,0,0.03210166353399669,9
9220-CXRSC,Two year,DSL,Credit card (automatic),69,48-72m,61.4,4059.85,2,0,0.0065738857333454415,10
4993-JCRGJ,Month-to-month,Fiber optic,Mailed check,26,24-48m,84.3,2281.6,2,0,0.38505200226790226,4
9537-JALFH,Two year,No,Bank transfer (automatic),69,48-72m,19.9,1356.7,0,0,0.004452731113966241,10
6698-OXETB,Two year,No,Mailed check,11,6-12m,20.4,231.45,0,0,0.03720606160735253,8
2103-ZRXFN,Month-to-month,DSL,Mailed check,1,0-6m,50.75,50.75,0,0,0.37749455432822926,4
3724-BSCVH,One year,No,Mailed check,10,6-12m,20.45,242.4,0,0,0.054541201058986674,8
4877-TSOFF,One year,DSL,Bank transfer (automatic),55,48-72m,75.75,4264.25,4,0,0.030406873419318324,9
9209-NWPGU,One year,DSL,Electronic check,44,24-48m,65.4,2774.55,3,0,0.05197460145598725,8
6961-VCPMC,Month-to-month,Fiber optic,Electronic check,46,24-48m,80.4,3605.2,1,1,0.43720379002052023,3
7306-YDSOI,Two year,DSL,Bank transfer (automatic),69,48-72m,59.75,4069.9,3,0,0.009056294194911052,10
5288-AHOUP,Month-to-month,Fiber optic,Electronic check,11,6-12m,78.5,874.2,1,0,0.7400305279735678,1
6688-UZPWD,Month-to-month,Fiber optic,Electronic check,11,6-12m,102.0,1145.35,3,1,0.7658328200508001,1
0655-YDGFJ,Month-to-month,DSL,Bank transfer (automatic),29,24-48m,48.95,1323.7,1,0,0.15372765792729853,6
8468-EHYJA,Month-to-month,Fiber optic,Electronic check,57,48-72m,99.65,5497.05,3,0,0.3578726476035708,4
6823-SIDFQ,One year,No,Credit card (automatic),28,24-48m,18.25,534.7,0,0,0.04082981530675497,8
1097-FSPVW,Month-to-month,DSL,Credit card (automatic),42,24-48m,54.55,2455.05,2,0,0.07586822220857597,7
2839-RFSQE,Month-to-month,No,Mailed check,2,0-6m,20.65,38.7,0,1,0.15995318899951536,6
8328-SKJNO,One year,DSL,Bank transfer (automatic),23,12-24m,40.65,947.4,3,0,0.06295161708951492,7
7010-ZMVBF,Month-to-month,No,Mailed check,18,12-24m,20.45,357.0,0,0,0.08214007917469,7
5201-CBWYG,One year,No,Bank transfer (automatic),62,48-72m,24.8,1476.25,0,0,0.013469842591872137,10
0968-GSIKN,Month-to-month,Fiber optic,Mailed check,1,0-6m,70.8,70.8,0,1,0.6054758706375143,2
1965-DDBWU,Month-to-month,Fiber optic,Credit card (automatic),16,12-24m,89.05,1448.6,2,1,0.5414507210005187,2
9057-SIHCH,Month-to-month,Fiber optic,Electronic check,3,0-6m,96.6,291.9,2,1,0.835467688031378,1
6352-GIGGQ,One year,DSL,Bank transfer (automatic),67,48-72m,88.8,5903.15,6,0,0.035302874100202865,8
3635-QQRQD,Two year,No,Credit card (automatic),62,48-72m,20.05,1201.65,0,0,0.010071116998319944,10
6771-XWBDM,Month-to-month,Fiber optic,Credit card (automatic),57,48-72m,104.5,5921.35,4,1,0.3232144596931708,4
2897-DOVND,Month-to-month,Fiber optic,Electronic check,2,0-6m,69.8,146.65,0,0,0.7025419573262697,1
3082-YVEKW,Two year,DSL,Bank transfer (automatic),23,12-24m,77.15,1759.4,4,0,0.05337674810286456,8
0191-EQUUH,Two year,DSL,Bank transfer (automatic),25,24-48m,35.05,844.45,2,0,0.0370809187109409,8
7134-HBPBS,Two year,Fiber optic,Bank transfer (automatic),72,72m+,108.1,7774.05,5,0,0.06940646506228267,7
3489-HHPFY,Month-to-month,Fiber optic,Electronic check,2,0-6m,84.05,134.05,1,0,0.8027117134706738,1
2926-JEJJC,One year,No,Bank transfer (automatic),8,6-12m,20.2,140.95,0,0,0.0990919961819426,7
8601-QACRS,Month-to-month,DSL,Mailed check,5,0-6m,50.6,249.95,0,1,0.42918177303952126,3
4950-BDEUX,Month-to-month,DSL,Electronic check,35,24-48m,49.2,1701.65,3,0,0.3918699226203181,3
5789-LDFXO,One year,No,Electronic check,24,24-48m,24.6,592.65,0,0,0.0868459332737494,7
0508-OOLTO,Month-to-month,Fiber optic,Electronic check,2,0-6m,71.65,135.75,0,0,0.6440853578082999,2
2984-TBYKU,Two year,Fiber optic,Credit card (automatic),72,72m+,104.9,7732.65,5,0,0.02338591357786049,9
9822-WMWVG,Month-to-month,Fiber optic,Electronic check,41,24-48m,106.5,4282.4,5,0,0.3265661209407276,4
2391-SOORI,Month-to-month,DSL,Electronic check,4,0-6m,49.35,219.65,1,1,0.28369246765190775,4
9040-KZVWO,One year,Fiber optic,Bank transfer (automatic),26,24-48m,75.5,2018.1,1,0,0.1763445798116087,6
2645-QTLMB,Month-to-month,Fiber optic,Electronic check,7,6-12m,94.25,669.0,3,1,0.7636455561083286,1
4806-HIPDW,Month-to-month,Fiber optic,Electronic check,1,0-6m,68.95,68.95,0,1,0.6981632901280896,1
1548-ARAGG,Month-to-month,DSL,Mailed check,4,0-6m,58.5,224.85,2,0,0.2962555096708903,4
6339-RZCBJ,Two year,DSL,Credit card (automatic),48,48-72m,78.9,3771.5,5,0,0.029087371486946,9
4424-TKOPW,Month-to-month,Fiber optic,Electronic check,2,0-6m,93.85,196.75,2,1,0.8744953353135,1
4415-WNGVR,One year,DSL,Electronic check,12,12-24m,79.2,943.85,5,0,0.25123028932244135,5
2522-AHJXR,Month-to-month,Fiber optic,Bank transfer (automatic),60,48-72m,109.45,6572.85,5,0,0.18291727517712858,5
0412-UCCNP,Two year,DSL,Electronic check,55,48-72m,59.2,3175.85,3,0,0.021371549695592275,9
1816-FLZDK,Month-to-month,DSL,Mailed check,1,0-6m,29.15,29.15,1,0,0.3491194319600129,4
7096-UCLNH,Month-to-month,No,Mailed check,1,0-6m,20.05,20.05,0,0,0.16653073965770537,6
8443-ZRDBZ,Month-to-month,Fiber optic,Electronic check,4,0-6m,76.05,318.9,0,1,0.7408203878929612,1
9136-ALYBR,Month-to-month,DSL,Mailed check,1,0-6m,24.45,24.45,0,1,0.5181563684434027,3
4615-PIVVU,Two year,DSL,Credit card (automatic),42,24-48m,66.5,2762.75,3,0,0.026716303021139226,9
8885-QSQBX,Month-to-month,DSL,Bank transfer (automatic),1,0-6m,49.55,49.55,1,0,0.24606935655074766,5
7479-NITWS,Month-to-month,Fiber optic,Credit card (automatic),7,6-12m,89.35,631.85,2,1,0.7039536867465873,1
8617-ENBDS,Month-to-month,Fiber optic,Credit card (automatic),3,0-6m,73.6,232.5,1,0,0.6030273392957617,2
9385-NXKDA,Two year,DSL,Credit card (automatic),72,72m+,82.65,5919.35,5,0,0.023343525352318175,9
0430-IHCDJ,Month-to-month,DSL,Electronic check,15,12-24m,49.0,749.25,0,0,0.4644613981470662,3
2959-MJHIC,Month-to-month,Fiber optic,Electronic check,4,0-6m,80.35,307.4,1,1,0.7342431139529759,1
6674-KVJHG,One year,No,Electronic check,11,6-12m,25.2,245.15,0,0,0.12676356954382031,6
1814-DKOLC,Month-to-month,No,Mailed check,5,0-6m,25.45,134.75,0,0,0.18749900692859667,5
4201-JMNGR,Month-to-month,DSL,Electronic check,1,0-6m,55.8,55.8,2,1,0.4564203997801792,3
9351-HXDMR,Two year,Fiber optic,Credit card (automatic),72,72m+,110.9,8240.85,5,0,0.03874855698714595,8
3537-HPKQT,Month-to-month,Fiber optic,Credit card (automatic),55,48-72m,77.75,4266.4,1,0,0.23855324071122402,5
2129-ALKBS,Month-to-month,No,Electronic check,40,24-48m,26.2,1077.5,0,0,0.10937656764609863,7
5821-MMEIL,Two year,No,Bank transfer (automatic),57,48-72m,19.9,1115.6,0,0,0.0076943014725399704,10
5960-WPXQM,Month-to-month,Fiber optic,Electronic check,1,0-6m,79.05,79.05,1,1,0.772716511259451,1
0684-AOSIH,Month-to-month,Fiber optic,Electronic check,1,0-6m,95.0,95.0,3,1,0.7316036694975226,1
8260-NGFNY,Month-to-month,DSL,Mailed check,1,0-6m,25.2,25.2,0,1,0.4276497934475584,3
1309-XGFSN,One year,DSL,Electronic check,52,48-72m,80.85,4079.55,4,0,0.15440899360746208,6
1866-RZZQS,Month-to-month,Fiber optic,Electronic check,41,24-48m,98.4,4187.75,3,1,0.6495124333168266,2
6968-URWQU,One year,DSL,Mailed check,43,24-48m,56.35,2391.15,1,0,0.08777899642446846,7
4742-TXUEX,Two year,No,Bank transfer (automatic),47,24-48m,19.3,890.5,0,0,0.009423815318605153,10
9631-XEYKE,Month-to-month,DSL,Bank transfer (automatic),3,0-6m,50.4,137.25,0,0,0.36481948238445133,4
8631-NBHFZ,Two year,DSL,Credit card (automatic),66,48-72m,79.4,5154.6,5,1,0.011553760381833039,10
1335-MXCSE,Two year,DSL,Credit card (automatic),55,48-72m,55.25,3119.9,2,0,0.015985536665544805,9
8873-TMKGR,One year,No,Mailed check,29,24-48m,19.1,529.5,0,0,0.03776800633121612,8
8800-JOOCF,Month-to-month,Fiber optic,Electronic check,12,12-24m,84.05,966.55,1,0,0.7301669906678077,1
1469-LBJQJ,Month-to-month,Fiber optic,Electronic check,66,48-72m,105.2,6936.85,4,0,0.34408067360756145,4
4958-XCBDQ,Month-to-month,Fiber optic,Electronic check,35,24-48m,101.4,3496.3,3,1,0.6783515807512991,1
8337-UPOAQ,Month-to-month,Fiber optic,Electronic check,10,6-12m,89.8,914.3,2,1,0.7753021093137218,1
0064-YIJGF,Month-to-month,Fiber optic,Bank transfer (automatic),27,24-48m,75.75,1929.0,0,0,0.40758731211237537,3
2386-OWURY,Month-to-month,Fiber optic,Electronic check,58,48-72m,95.3,5817.7,3,0,0.3016602747779851,4
1725-IQNIY,Two year,Fiber optic,Bank transfer (automatic),54,48-72m,109.75,6110.2,6,1,0.03487643251065987,8
0310-VQXAM,Month-to-month,No,Mailed check,9,6-12m,19.85,178.8,0,0,0.1329932779544154,6
6598-RFFVI,One year,No,Credit card (automatic),2,0-6m,19.3,28.3,0,1,0.09052388487130544,7
3453-RTHJQ,Month-to-month,Fiber optic,Electronic check,6,6-12m,69.1,435.0,0,0,0.6773849055625629,1
6712-OAWRH,Month-to-month,Fiber optic,Electronic check,26,24-48m,91.25,2351.8,2,1,0.6872749379508525,1
6278-FEPBZ,Month-to-month,No,Mailed check,9,6-12m,20.25,186.15,0,0,0.131881580533307,6
4280-DLSHD,Month-to-month,DSL,Mailed check,8,6-12m,54.75,445.85,2,0,0.3019337804410995,4
1508-DFXCU,Month-to-month,Fiber optic,Electronic check,12,12-24m,81.45,912.0,1,0,0.689022469664491,1
8614-VGMMV,Month-to-month,DSL,Electronic check,15,12-24m,49.1,679.55,0,1,0.4638597810915093,3
7868-BGSZA,One year,DSL,Electronic check,43,24-48m,80.2,3581.6,4,0,0.15054454375535062,6
2800-QQUSO,Month-to-month,Fiber optic,Electronic check,42,24-48m,100.3,4222.95,3,0,0.49681685612469595,3
2930-UOTMB,Month-to-month,DSL,Credit card (automatic),31,24-48m,65.25,1994.3,3,1,0.09839271561830538,7
7973-DZRKH,Two year,Fiber optic,Credit card (automatic),66,48-72m,90.95,5930.05,3,0,0.02567620230607122,9
5914-DVBWJ,Month-to-month,Fiber optic,Electronic check,18,12-24m,85.45,1505.85,2,1,0.5907470071049786,2
7698-YFGEZ,Month-to-month,No,Mailed check,1,0-6m,20.0,20.0,0,0,0.16669867666892632,6
2533-QVMSK,Two year,Fiber optic,Electronic check,61,48-72m,94.1,5638.3,3,1,0.08916050287601743,7
9773-PEQBZ,Month-to-month,Fiber optic,Electronic check,10,6-12m,79.85,797.25,1,0,0.6095414456195625,2
8644-XLFBW,Month-to-month,Fiber optic,Electronic check,1,0-6m,71.65,71.65,0,1,0.7435652054298578,1
0650-BWOZN,Month-to-month,Fiber optic,Electronic check,18,12-24m,73.55,1359.45,1,0,0.6181124024475907,2
8625-AZYZY,Month-to-month,Fiber optic,Electronic check,24,24-48m,104.65,2542.45,4,1,0.6859558503645312,1
7785-RDVIG,Month-to-month,No,Mailed check,3,0-6m,19.3,54.7,0,0,0.13226148927548248,6
9602-WCXPI,One year,No,Credit card (automatic),50,48-72m,20.15,989.05,0,0,0.019024314420045343,9
2903-YYTBW,Month-to-month,DSL,Electronic check,1,0-6m,44.55,44.55,0,0,0.3680735498573184,4
3620-MWJNE,Month-to-month,DSL,Mailed check,2,0-6m,54.45,87.3,2,0,0.2375186509008148,5
8573-JGCZW,One year,No,Bank transfer (automatic),17,12-24m,19.65,351.55,0,0,0.07607819808968652,7
6837-HAEVO,Two year,Fiber optic,Electronic check,69,48-72m,105.0,7297.75,4,0,0.10103693437788713,7
6701-YVNQG,Two year,DSL,Credit card (automatic),72,72m+,88.7,6301.7,6,0,0.016046659149560175,9
9306-CPCBC,Month-to-month,Fiber optic,Electronic check,3,0-6m,74.25,210.3,0,1,0.7553630398972938,1
4304-XUMGI,Two year,DSL,Bank transfer (automatic),50,48-72m,75.15,3822.45,4,0,0.034918403498817925,8
9504-YAZWB,Two year,No,Mailed check,53,48-72m,20.25,1048.45,0,0,0.009351001938204082,10
8819-ZBYNA,Two year,Fiber optic,Credit card (automatic),58,48-72m,109.1,6393.65,5,0,0.05955219986749939,8
6174-NRBTZ,One year,DSL,Bank transfer (automatic),46,24-48m,30.75,1489.3,1,0,0.07301230436491218,7
9481-IEBZY,Month-to-month,Fiber optic,Credit card (automatic),72,72m+,112.9,8061.5,6,0,0.15311984027927936,6
1833-VGRUM,Month-to-month,Fiber optic,Electronic check,1,0-6m,74.2,74.2,0,1,0.8041093112719419,1
6137-NICCO,Month-to-month,Fiber optic,Mailed check,6,6-12m,94.05,518.75,3,0,0.6393599596785362,2
9065-ZCPQX,Two year,DSL,Bank transfer (automatic),72,72m+,78.85,5763.15,5,0,0.008157897874122274,10
6402-EJMWF,Month-to-month,DSL,Mailed check,4,0-6m,55.3,238.5,1,0,0.42780566578238943,3
3620-EHIMZ,Two year,No,Mailed check,52,48-72m,19.35,1031.7,0,0,0.007931085847778662,10
3213-VVOLG,Two year,No,Mailed check,0,0-6m,25.35,0.0,0,0,0.05650513196713931,8
6870-ECSHE,One year,No,Mailed check,2,0-6m,20.45,34.8,0,0,0.08611643869213152,7
8747-UDCOI,Two year,No,Bank transfer (automatic),65,48-72m,19.35,1319.95,0,0,0.005967651176131267,10
8374-XGEJJ,Month-to-month,Fiber optic,Electronic check,43,24-48m,101.0,4388.4,3,1,0.5863010805012274,2
2656-TABEH,Month-to-month,Fiber optic,Electronic check,4,0-6m,100.2,420.2,3,1,0.8121424250492955,1
6946-LMSQS,One year,Fiber optic,Electronic check,25,24-48m,89.05,2177.45,2,1,0.4260648142852765,3
4626-OZDTJ,One year,DSL,Credit card (automatic),51,48-72m,78.65,3950.85,4,0,0.08085790515461508,7
9169-BSVIN,Month-to-month,DSL,Bank transfer (automatic),12,12-24m,74.75,827.05,3,0,0.4230203759531545,3
2325-ZUSFD,One year,DSL,Bank transfer (automatic),57,48-72m,70.1,3913.3,3,1,0.045359611138407134,8
8194-PEEBY,One year,No,Mailed check,24,24-48m,19.9,533.5,0,0,0.03521423094305618,8
6872-HXFNF,One year,DSL,Bank transfer (automatic),64,48-72m,58.35,3756.45,2,0,0.023646109667635706,9
3932-CMDTD,One year,Fiber optic,Electronic check,4,0-6m,105.65,443.9,5,1,0.5378334045167209,2
7714-YXSMB,Month-to-month,Fiber optic,Bank transfer (automatic),26,24-48m,100.5,2599.95,3,0,0.603124108644493,2
8387-UGUSU,Month-to-month,No,Mailed check,15,12-24m,20.05,284.3,0,0,0.09087441510158015,7
1080-BWSYE,Two year,No,Credit card (automatic),64,48-72m,25.65,1740.8,0,0,0.010088552531064564,10
4039-HEUNW,Month-to-month,Fiber optic,Electronic check,36,24-48m,96.5,3436.1,3,1,0.666649121441636,2
1194-HVAIF,Month-to-month,Fiber optic,Credit card (automatic),27,24-48m,95.0,2462.55,2,0,0.5053552473407572,3
0812-WUPTB,Month-to-month,Fiber optic,Mailed check,1,0-6m,70.85,70.85,0,1,0.555358258682072,2
3594-UVONA,One year,DSL,Credit card (automatic),35,24-48m,85.95,3110.1,5,1,0.10204321345353472,7
0004-TLHLJ,Month-to-month,Fiber optic,Electronic check,4,0-6m,73.9,280.85,1,1,0.6880066133466146,1
1767-TGTKO,Month-to-month,DSL,Electronic check,8,6-12m,45.45,411.75,0,0,0.38892787767542036,4
8439-LTUGF,Month-to-month,No,Credit card (automatic),10,6-12m,20.0,198.6,0,0,0.17666179046953084,6
8805-JNRAZ,Month-to-month,DSL,Mailed check,2,0-6m,49.2,103.7,1,0,0.29510398181458203,4
5089-IFSDP,Two year,Fiber optic,Bank transfer (automatic),58,48-72m,109.45,6144.55,5,1,0.07895629389013374,7
6418-HNFED,Two year,DSL,Credit card (automatic),51,48-72m,83.25,4089.45,6,0,0.02443601974911342,9
0206-OYVOC,Two year,No,Mailed check,46,24-48m,19.25,864.2,0,0,0.013670573227137524,10
7291-CDTMJ,Month-to-month,No,Bank transfer (automatic),1,0-6m,19.65,19.65,0,0,0.22265454408153854,5
7128-GGCNO,Month-to-month,Fiber optic,Bank transfer (automatic),46,24-48m,72.8,3249.4,0,0,0.25610975331526503,5
0237-YFUTL,Month-to-month,Fiber optic,Bank transfer (automatic),50,48-72m,109.65,5405.8,5,0,0.22652654991623297,5
7691-KGKGP,Month-to-month,DSL,Credit card (automatic),53,48-72m,65.0,3363.8,3,0,0.054939961850184516,8
6710-HSJRD,Month-to-month,Fiber optic,Electronic check,61,48-72m,114.1,7132.15,5,0,0.2833038356023286,4
3675-EQOZA,Month-to-month,No,Bank transfer (automatic),5,0-6m,20.65,93.55,0,0,0.14741778386604865,6
0840-DCNZE,One year,DSL,Bank transfer (automatic),47,24-48m,86.95,4138.9,6,0,0.047450460144902555,8
1732-FEKLD,One year,Fiber optic,Bank transfer (automatic),54,48-72m,94.75,5121.75,3,0,0.17630779605614616,6
9862-KJTYK,Month-to-month,DSL,Credit card (automatic),19,12-24m,25.35,566.1,0,0,0.33753855807413563,4
0479-HMSWA,Two year,Fiber optic,Electronic check,26,24-48m,105.45,2715.3,5,0,0.21082113126627747,5
5854-KSRBJ,Two year,No,Mailed check,70,48-72m,25.4,1782.05,0,0,0.0056429019510213915,10
0365-BZUWY,Month-to-month,Fiber optic,Electronic check,17,12-24m,102.55,1742.5,4,0,0.7441401230490495,1
4817-VYYWS,Month-to-month,Fiber optic,Electronic check,30,24-48m,100.2,2983.8,3,1,0.6602176145075158,2
5701-SVCWR,Month-to-month,No,Mailed check,1,0-6m,24.0,24.0,0,0,0.19105721511888202,5
3129-AAQOU,Two year,No,Mailed check,19,12-24m,25.6,485.9,0,0,0.030454809676527018,9
4922-CVPDX,Two year,DSL,Credit card (automatic),26,24-48m,73.5,1905.7,4,0,0.10618769172282198,7
1396-QWFBJ,Month-to-month,Fiber optic,Bank transfer (automatic),21,12-24m,74.05,1565.7,1,1,0.3762904745833803,4
1357-BIJKI,One year,Fiber optic,Electronic check,50,48-72m,98.25,4858.7,3,0,0.32194972256402127,4
1099-BTKWT,One year,DSL,Electronic check,68,48-72m,54.4,3723.65,4,0,0.08653527127275402,7
5299-SJCZT,Month-to-month,Fiber optic,Bank transfer (automatic),3,0-6m,101.55,298.35,3,1,0.7625954314922472,1
2018-PZKMU,Month-to-month,Fiber optic,Electronic check,9,6-12m,103.1,970.45,4,0,0.5376609176730649,2
7340-KEFQE,Two year,DSL,Bank transfer (automatic),51,48-72m,34.2,1782.0,2,0,0.014976584758336759,9
4570-QHXHL,Month-to-month,DSL,Electronic check,9,6-12m,43.75,405.7,0,0,0.44452830363608925,3
2403-BCASL,One year,Fiber optic,Electronic check,41,24-48m,111.95,4534.9,5,1,0.30118022289432983,4
7392-YYPYJ,Month-to-month,Fiber optic,Electronic check,22,12-24m,100.65,2415.95,3,0,0.7155610194861404,1
2898-LSJGD,One year,DSL,Electronic check,21,12-24m,55.95,1157.05,4,1,0.27702083420940943,4
2223-GDSHL,Two year,Fiber optic,Bank transfer (automatic),71,48-72m,116.05,8297.5,6,0,0.031187633516759055,9
7359-PTSXY,Month-to-month,DSL,Electronic check,1,0-6m,45.75,45.75,0,1,0.4138735751197628,3
9470-RTWDV,One year,DSL,Credit card (automatic),26,24-48m,82.0,2083.1,4,0,0.14752439800814574,6
2176-OSJUV,Two year,DSL,Bank transfer (automatic),71,48-72m,65.15,4681.75,3,0,0.00658015635548614,10
